2.479412360116839409e-04,1.409978270530700684e-01,1.808648556470870972e-02,1.971720159053802490e-02,6.971766799688339233e-02,8.232431411743164062e-01,2.593939006328582764e-01,5.473899841308593750e-01,9.251505732536315918e-01,3.715818524360656738e-01,2.803778052330017090e-01,3.007950484752655029e-01,2.868093550205230713e-01,2.313989698886871338e-01,1.626557558774948120e-01,1.098801046609878540e-01,7.767276465892791748e-02,5.878802016377449036e-02,4.714510962367057800e-02,3.950662910938262939e-02,3.429023548960685730e-02,3.067081607878208160e-02,2.816138416528701782e-02,2.643747627735137939e-02,2.526917122304439545e-02,2.448343671858310699e-02,2.394553646445274353e-02,2.354708127677440643e-02,2.319872379302978516e-02,2.282625623047351837e-02,2.237040176987648010e-02,2.178627811372280121e-02,2.104348875582218170e-02,2.012564055621623993e-02,1.902707293629646301e-02,1.775067485868930817e-02,1.630389876663684845e-02,1.469630934298038483e-02,1.294259913265705109e-02,1.107036601752042770e-02,9.132449515163898468e-03,7.219804916530847549e-03,5.453667603433132172e-03,3.952948842197656631e-03,2.786848926916718483e-03,1.952626276761293411e-03,1.391540514305233955e-03,1.027357880957424641e-03,7.934404420666396618e-04,6.418665288947522640e-04,5.416715866886079311e-04,4.738716233987361193e-04,4.266947507858276367e-04,3.931375104002654552e-04,3.689977456815540791e-04,3.513548290356993675e-04,3.385100862942636013e-04,3.295694477856159210e-04,3.234600007999688387e-04,3.201817453373223543e-04,3.191386640537530184e-04,3.205989778507500887e-04,3.243838727939873934e-04,3.307913430035114288e-04,3.403876326046884060e-04,3.535602008923888206e-04,3.710242745000869036e-04,3.939421731047332287e-04,4.234165244270116091e-04,4.611460899468511343e-04,5.088593461550772190e-04,5.686127697117626667e-04,6.427009939216077328e-04,7.328526116907596588e-04,8.401702507399022579e-04,9.646539692766964436e-04,1.104843569919466972e-03,1.257341355085372925e-03,1.417736639268696308e-03,1.580426818691194057e-03,1.739868544973433018e-03,1.891174237243831158e-03,2.030380070209503174e-03,2.155132126063108444e-03,2.264356939122080803e-03,2.358353231102228165e-03,2.437895163893699646e-03,2.504592528566718102e-03,2.560024615377187729e-03,2.606486203148961067e-03,2.645348198711872101e-03,2.678398741409182549e-03,2.706979168578982353e-03,2.732430119067430496e-03,2.755497116595506668e-03,2.777192974463105202e-03,2.797994995489716530e-03,2.818379784002900124e-03,2.838704735040664673e-03,2.858821302652359009e-03
6.137022748589515686e-02,5.412153434008359909e-03,9.677277803421020508e-01,7.164575159549713135e-02,1.937247999012470245e-02,8.832933306694030762e-01,3.622755408287048340e-02,1.460147835314273834e-02,1.026669964194297791e-01,7.628875225782394409e-02,3.822322934865951538e-02,3.411264345049858093e-02,4.172266274690628052e-02,4.530243948101997375e-02,2.925318665802478790e-02,1.841106265783309937e-02,1.518142875283956528e-02,1.348753273487091064e-02,1.184835284948348999e-02,1.027837302535772324e-02,8.934533223509788513e-03,7.870535366237163544e-03,7.067604921758174896e-03,6.479905918240547180e-03,6.059337407350540161e-03,5.764444824308156967e-03,5.560180637985467911e-03,5.416385363787412643e-03,5.307190120220184326e-03,5.207442212849855423e-03,5.093746818602085114e-03,4.944020416587591171e-03,4.740292672067880630e-03,4.472251981496810913e-03,4.141328390687704086e-03,3.762840759009122849e-03,3.363849129527807236e-03,2.976629184558987617e-03,2.629284746944904327e-03,2.340024802833795547e-03,2.114809583872556686e-03,1.950599718838930130e-03,1.838811789639294147e-03,1.769491820596158504e-03,1.732686185277998447e-03,1.719930791296064854e-03,1.723954104818403721e-03,1.739212893880903721e-03,1.761028077453374863e-03,1.785644679330289364e-03,1.810142071917653084e-03,1.831957255490124226e-03,1.849153079092502594e-03,1.860299147665500641e-03,1.864143647253513336e-03,1.859941519796848297e-03,1.847335137426853180e-03,1.826294814236462116e-03,1.796880038455128670e-03,1.759448554366827011e-03,1.714447280392050743e-03,1.662502065300941467e-03,1.604149350896477699e-03,1.540432218462228775e-03,1.472513074986636639e-03,1.401643501594662666e-03,1.329611637629568577e-03,1.258354634046554565e-03,1.190196955576539040e-03,1.127344206906855106e-03,1.071971724741160870e-03,1.026046578772366047e-03,9.909395594149827957e-04,9.673659806139767170e-04,9.552364936098456383e-04,9.535377612337470055e-04,9.606903186067938805e-04,9.741609101183712482e-04,9.913865942507982254e-04,1.009744708426296711e-03,1.027179067023098469e-03,1.042169518768787384e-03,1.053822226822376251e-03,1.062107156030833721e-03,1.067173550836741924e-03,1.069498131982982159e-03,1.069647143594920635e-03,1.068157027475535870e-03,1.065474818460643291e-03,1.062017749063670635e-03,1.058173249475657940e-03,1.054030843079090118e-03,1.049828715622425079e-03,1.045656390488147736e-03,1.041454263031482697e-03,1.037460751831531525e-03,1.033497042953968048e-03,1.029652659781277180e-03,1.026016776449978352e-03,1.022380893118679523e-03
9.313792735338211060e-02,4.472773522138595581e-02,9.567345380783081055e-01,6.997900456190109253e-02,2.071232721209526062e-02,3.211308419704437256e-01,2.015904895961284637e-02,2.004947811365127563e-01,1.308356411755084991e-02,1.866423152387142181e-02,3.309725224971771240e-02,1.378388516604900360e-02,5.201839376240968704e-03,6.309765391051769257e-03,7.360232993960380554e-03,6.887450814247131348e-03,5.658319219946861267e-03,4.286495037376880646e-03,3.078612266108393669e-03,2.147115301340818405e-03,1.486788387410342693e-03,1.040202565491199493e-03,7.437304011546075344e-04,5.466187139973044395e-04,4.136711941100656986e-04,3.222083032596856356e-04,2.580143918748944998e-04,2.117315889336168766e-04,1.778762962203472853e-04,1.527232525404542685e-04,1.336200512014329433e-04,1.189871836686506867e-04,1.074835381587035954e-04,9.815545490710064769e-05,9.031748049892485142e-05,8.316495222970843315e-05,7.625084981555119157e-05,6.927713548066094518e-05,6.236303306650370359e-05,5.574694296228699386e-05,4.999512384529225528e-05,4.546518903225660324e-05,4.239556437823921442e-05,4.078624624526128173e-05,4.045842433697544038e-05,4.123328108107671142e-05,4.281279689166694880e-05,4.504796015680767596e-05,4.784936390933580697e-05,5.082958523416891694e-05,5.380980292102321982e-05,5.655160202877596021e-05,5.896557922824285924e-05,6.066430432838387787e-05,6.149876571726053953e-05,6.149876571726053953e-05,6.057489736122079194e-05,5.881657125428318977e-05,5.619397779810242355e-05,5.294553920975886285e-05,4.916066245641559362e-05,4.519697176874615252e-05,4.126308340346440673e-05,3.732919503818266094e-05,3.357412060722708702e-05,3.017667040694504976e-05,2.737526665441691875e-05,2.490168481017462909e-05,2.290493648615665734e-05,2.138502532034181058e-05,2.031214535236358643e-05,1.947768578247632831e-05,1.926907134475186467e-05,1.914986205520108342e-05,1.920946669997647405e-05,1.950748810486402363e-05,1.971610254258848727e-05,1.983531183213926852e-05,1.989491647691465914e-05,1.995452112169004977e-05,1.980550950975157320e-05,1.965649789781309664e-05,1.944788346008863300e-05,1.917966437758877873e-05,1.912005973281338811e-05,1.888164115371182561e-05,1.867302671598736197e-05,1.855381924542598426e-05,1.843460995587520301e-05,1.828559834393672645e-05,1.816638905438594520e-05,1.813658673199824989e-05,1.807698208722285926e-05,1.795777461666148156e-05,1.801737744244746864e-05,1.792797229427378625e-05,1.792797229427378625e-05,1.789816997188609093e-05,1.792797229427378625e-05,1.798757512005977333e-05
4.005952179431915283e-02,9.972290992736816406e-01,3.786741988733410835e-03,2.686415314674377441e-01,9.996355511248111725e-03,1.143803633749485016e-02,1.085639521479606628e-01,4.575001075863838196e-02,3.640329837799072266e-02,3.257634118199348450e-02,6.853148806840181351e-03,3.782659303396940231e-03,5.506924353539943695e-03,7.571381051093339920e-03,7.959435693919658661e-03,7.232858333736658096e-03,6.109137088060379028e-03,4.916602745652198792e-03,3.809957997873425484e-03,2.875063335523009300e-03,2.145237755030393600e-03,1.607397804036736488e-03,1.223724451847374439e-03,9.527330985292792320e-04,7.602407713420689106e-04,6.211837753653526306e-04,5.185450427234172821e-04,4.409104003570973873e-04,3.807100001722574234e-04,3.329668834339827299e-04,2.941644343081861734e-04,2.620674786157906055e-04,2.348878770135343075e-04,2.116123796440660954e-04,1.911978761199861765e-04,1.732271630316972733e-04,1.571339817019179463e-04,1.426203089067712426e-04,1.293881505262106657e-04,1.174076678580604494e-04,1.063808595063164830e-04,9.633752051740884781e-05,8.709884423296898603e-05,7.860521873226389289e-05,7.091625593602657318e-05,6.394254887709394097e-05,5.768408664152957499e-05,5.214088014326989651e-05,4.713411181000992656e-05,4.269358760211616755e-05,3.890871084877289832e-05,3.554106297087855637e-05,3.268005457357503474e-05,3.032568201888352633e-05,2.817992572090588510e-05,2.639179365360178053e-05,2.496128945495001972e-05,2.367979323025792837e-05,2.269632022944279015e-05,2.183206015615724027e-05,2.120621138601563871e-05,2.078898251056671143e-05,2.037174999713897705e-05,2.013333505601622164e-05,2.001412576646544039e-05,1.989491647691465914e-05,1.998432344407774508e-05,2.007373041124083102e-05,2.025254434556700289e-05,2.049095928668975830e-05,2.081878483295440674e-05,2.111680441885255277e-05,2.132542067556641996e-05,2.165324622183106840e-05,2.210027741966769099e-05,2.224928903160616755e-05,2.260691690025851130e-05,2.290493648615665734e-05,2.317315738764591515e-05,2.344137465115636587e-05,2.350097929593175650e-05,2.370959555264562368e-05,2.379900251980870962e-05,2.376920019742101431e-05,2.385860716458410025e-05,2.394801413174718618e-05,2.394801413174718618e-05,2.400761877652257681e-05,2.391821180935949087e-05,2.391821180935949087e-05,2.376920019742101431e-05,2.376920019742101431e-05,2.376920019742101431e-05,2.356058394070714712e-05,2.359038626309484243e-05,2.347117697354406118e-05,2.341157596674747765e-05,2.341157596674747765e-05,2.323276203242130578e-05,2.311355274287052453e-05
8.463563024997711182e-02,9.506282806396484375e-01,2.233562245965003967e-02,6.461815908551216125e-03,3.901870804838836193e-04,7.098425924777984619e-02,3.103932179510593414e-02,7.239545136690139771e-02,3.182797878980636597e-02,1.566708460450172424e-02,3.472835756838321686e-03,4.439380019903182983e-03,6.577239837497472763e-03,8.105168119072914124e-03,8.392193354666233063e-03,7.783572655171155930e-03,6.612585391849279404e-03,5.184315610677003860e-03,3.801196115091443062e-03,2.670501125976443291e-03,1.852103509008884430e-03,1.302491640672087669e-03,9.451931691728532314e-04,7.133917533792555332e-04,5.601787124760448933e-04,4.562287358567118645e-04,3.832729707937687635e-04,3.304039128124713898e-04,2.910650218836963177e-04,2.608456125017255545e-04,2.369442372582852840e-04,2.176920243073254824e-04,2.018968662014231086e-04,1.886646932689473033e-04,1.773398689692839980e-04,1.675945532042533159e-04,1.589519088156521320e-04,1.512927556177601218e-04,1.444382505724206567e-04,1.381499896524474025e-04,1.323087635682895780e-04,1.269741624128073454e-04,1.219077967107295990e-04,1.171394469565711915e-04,1.126393181039020419e-04,1.084372124751098454e-04,1.043245065375231206e-04,1.003608194878324866e-04,9.666534606367349625e-05,9.305927960667759180e-05,8.960222476162016392e-05,8.629418152850121260e-05,8.316495222970843315e-05,8.024433918762952089e-05,7.741313311271369457e-05,7.487995026167482138e-05,7.252557406900450587e-05,7.026061211945489049e-05,6.823406147304922342e-05,6.647573172813281417e-05,6.477700662799179554e-05,6.340610707411542535e-05,6.212461448740214109e-05,6.096232755226083100e-05,6.000865687383338809e-05,5.914439316256903112e-05,5.842914106324315071e-05,5.768408664152957499e-05,5.720725312130525708e-05,5.664100899593904614e-05,5.628338476526550949e-05,5.589595457422547042e-05,5.559793498832732439e-05,5.529991176445037127e-05,5.509129550773650408e-05,5.470386895467527211e-05,5.458465966512449086e-05,5.431643876363523304e-05,5.407802382251247764e-05,5.392901221057400107e-05,5.366079130908474326e-05,5.354158201953396201e-05,5.327336475602351129e-05,5.312435314408503473e-05,5.291573688737116754e-05,5.273692295304499567e-05,5.258791134110651910e-05,5.243890336714684963e-05,5.231969407759606838e-05,5.208127549849450588e-05,5.193226388655602932e-05,5.178325227461755276e-05,5.163424430065788329e-05,5.148523268871940672e-05,5.139582572155632079e-05,5.124681410961784422e-05,5.112760482006706297e-05,5.097859320812858641e-05,5.091899220133200288e-05,5.082958523416891694e-05
3.715407475829124451e-02,1.648685932159423828e-01,8.902781009674072266e-01,3.577939048409461975e-02,1.713156513869762421e-02,1.023585423827171326e-01,3.186147660017013550e-02,6.834775209426879883e-02,3.022676520049571991e-02,4.821086768060922623e-03,3.823190229013562202e-03,5.684098228812217712e-03,7.414025720208883286e-03,8.223571814596652985e-03,8.170375600457191467e-03,7.437718566507101059e-03,6.210643332451581955e-03,4.761333111673593521e-03,3.400624962523579597e-03,2.330726478248834610e-03,1.587668783031404018e-03,1.106065465137362480e-03,8.013081969693303108e-04,6.069979863241314888e-04,4.799512680619955063e-04,3.941209870390594006e-04,3.341589763294905424e-04,2.906775916926562786e-04,2.582826127763837576e-04,2.335467870580032468e-04,2.140561555279418826e-04,1.983802067115902901e-04,1.856844755820930004e-04,1.750152878230437636e-04,1.659852277953177691e-04,1.583260745974257588e-04,1.516503834864124656e-04,1.457793405279517174e-04,1.405937655363231897e-04,1.358850277028977871e-04,1.315339031862094998e-04,1.276298135053366423e-04,1.239045523107051849e-04,1.205070948344655335e-04,1.171990516013465822e-04,1.140102176577784121e-04,1.109703953261487186e-04,1.080497822840698063e-04,1.052185762091539800e-04,1.024767698254436255e-04,9.988398232962936163e-05,9.723159018903970718e-05,9.475800470681861043e-05,9.237383346771821380e-05,9.004925959743559361e-05,8.784389501670375466e-05,8.569814235670492053e-05,8.370139403268694878e-05,8.176425035344436765e-05,7.991651364136487246e-05,7.824759813956916332e-05,7.654887303942814469e-05,7.511836884077638388e-05,7.362825272139161825e-05,7.225735316751524806e-05,7.100566290318965912e-05,6.984337960602715611e-05,6.868109630886465311e-05,6.760821270290762186e-05,6.668434798484668136e-05,6.570087134605273604e-05,6.486641359515488148e-05,6.412136281142011285e-05,6.343590939650312066e-05,6.275046325754374266e-05,6.212461448740214109e-05,6.149876571726053953e-05,6.105173815740272403e-05,6.048549403203651309e-05,6.009806384099647403e-05,5.974043597234413028e-05,5.938281174167059362e-05,5.911459084018133581e-05,5.881657125428318977e-05,5.851854803040623665e-05,5.830993177369236946e-05,5.813111783936619759e-05,5.798210986540652812e-05,5.777349360869266093e-05,5.762448199675418437e-05,5.750527270720340312e-05,5.741586574004031718e-05,5.729666008846834302e-05,5.714764847652986646e-05,5.711784615414217114e-05,5.705824150936678052e-05,5.690922989742830396e-05,5.687942757504060864e-05,5.681982293026521802e-05,5.670061364071443677e-05
1.408020872622728348e-02,3.046921491622924805e-01,9.825893044471740723e-01,3.414095612242817879e-03,2.795220315456390381e-01,2.972996234893798828e-02,5.026521906256675720e-02,7.100974023342132568e-02,2.167806774377822876e-02,4.320409614592790604e-03,5.431673955172300339e-03,6.854668259620666504e-03,7.619183976203203201e-03,7.670056074857711792e-03,7.079078815877437592e-03,6.004203576594591141e-03,4.706676118075847626e-03,3.468276001513004303e-03,2.469544997438788414e-03,1.751252915710210800e-03,1.266699167899787426e-03,9.475177503190934658e-04,7.362798205576837063e-04,5.936466041021049023e-04,4.943456733599305153e-04,4.231483035255223513e-04,3.702494141180068254e-04,3.299270756542682648e-04,2.982771547976881266e-04,2.726472739595919847e-04,2.517559332773089409e-04,2.341726358281448483e-04,2.192417305195704103e-04,2.063671854557469487e-04,1.951019658008590341e-04,1.852076384238898754e-04,1.765054039424285293e-04,1.687568292254582047e-04,1.618129172129556537e-04,1.556438655825331807e-04,1.500112557550892234e-04,1.450640993425622582e-04,1.405639632139354944e-04,1.364512572763487697e-04,1.327259960817173123e-04,1.292391389142721891e-04,1.260503049707040191e-04,1.229806803166866302e-04,1.200004553538747132e-04,1.171692492789588869e-04,1.143082408816553652e-04,1.115664417739026248e-04,1.087054261006414890e-04,1.059636269928887486e-04,1.032218278851360083e-04,1.005098310997709632e-04,9.773822239367291331e-05,9.505602793069556355e-05,9.246324043488129973e-05,8.984064334072172642e-05,8.730746048968285322e-05,8.489347965223714709e-05,8.262851770268753171e-05,8.036354847718030214e-05,7.824759813956916332e-05,7.619124517077580094e-05,7.437331078108400106e-05,7.252557406900450587e-05,7.076724432408809662e-05,6.924733315827324986e-05,6.763801502529531717e-05,6.629691779380664229e-05,6.507502985186874866e-05,6.373393262038007379e-05,6.263125396799296141e-05,6.164777732919901609e-05,6.072390897315926850e-05,5.991924990667030215e-05,5.908478851779364049e-05,5.842914106324315071e-05,5.777349360869266093e-05,5.726685776608064771e-05,5.676021828548982739e-05,5.631318708765320480e-05,5.592575689661316574e-05,5.559793498832732439e-05,5.529991176445037127e-05,5.506149318534880877e-05,5.485288056661374867e-05,5.461446198751218617e-05,5.452505502034910023e-05,5.425683411885984242e-05,5.416742715169675648e-05,5.407802382251247764e-05,5.392901221057400107e-05,5.386940756579861045e-05,5.372039595386013389e-05,5.366079130908474326e-05,5.357138434192165732e-05,5.351177969714626670e-05
5.538770928978919983e-02,3.447689116001129150e-01,9.823926687240600586e-01,1.715320162475109100e-02,2.521656155586242676e-01,1.791726984083652496e-02,6.482736766338348389e-02,7.897642999887466431e-02,1.258995011448860168e-02,6.867930293083190918e-03,6.876245141029357910e-03,7.110341452062129974e-03,6.983801256865262985e-03,6.343740038573741913e-03,5.291514098644256592e-03,4.094837233424186707e-03,3.013822482898831367e-03,2.176976995542645454e-03,1.587370759807527065e-03,1.190465176478028297e-03,9.258217178285121918e-04,7.473960286006331444e-04,6.241938099265098572e-04,5.366349942050874233e-04,4.724113096017390490e-04,4.238635592628270388e-04,3.861637960653752089e-04,3.560039913281798363e-04,3.314171626698225737e-04,3.107642696704715490e-04,2.931213821284472942e-04,2.777136396616697311e-04,2.640940365381538868e-04,2.518751425668597221e-04,2.407291176496073604e-04,2.304175577592104673e-04,2.208510559285059571e-04,2.119700075127184391e-04,2.034763747360557318e-04,1.954595936695113778e-04,1.879494375316426158e-04,1.808267115848138928e-04,1.740914303809404373e-04,1.677137624938040972e-04,1.618129172129556537e-04,1.562697143526747823e-04,1.511139416834339499e-04,1.464051892980933189e-04,1.420540793333202600e-04,1.380307803628966212e-04,1.344247139059007168e-04,1.309676590608432889e-04,1.278384297620505095e-04,1.248582120751962066e-04,1.218779943883419037e-04,1.191361952805891633e-04,1.163347915280610323e-04,1.135929851443506777e-04,1.106723721022717655e-04,1.077219567378051579e-04,1.047715413733385503e-04,1.017317190417088568e-04,9.866209438769146800e-05,9.553286508889868855e-05,9.243343811249360442e-05,8.939361578086391091e-05,8.626437920611351728e-05,8.343317313119769096e-05,8.051256008911877871e-05,7.774095865897834301e-05,7.508856651838868856e-05,7.261498103616759181e-05,7.037982140900567174e-05,6.811485218349844217e-05,6.605849921470507979e-05,6.412136281142011285e-05,6.236303306650370359e-05,6.072390897315926850e-05,5.923380012973211706e-05,5.795230754301883280e-05,5.673041596310213208e-05,5.562773731071501970e-05,5.467406663228757679e-05,5.372039595386013389e-05,5.297534153214655817e-05,5.223028711043298244e-05,5.169384894543327391e-05,5.109780249767936766e-05,5.059116665506735444e-05,5.017393777961842716e-05,4.978650758857838809e-05,4.936927871312946081e-05,4.907125548925250769e-05,4.880303458776324987e-05,4.853481732425279915e-05,4.829639874515123665e-05,4.823679410037584603e-05,4.796857319888658822e-05,4.781956158694811165e-05,4.767055361298844218e-05
4.192048683762550354e-02,4.103283882141113281e-01,9.776352047920227051e-01,1.061047688126564026e-01,1.229418069124221802e-01,1.651722192764282227e-02,8.366073668003082275e-02,6.429950892925262451e-02,1.397804636508226395e-02,8.903181180357933044e-03,7.304443046450614929e-03,6.574587430804967880e-03,5.707105621695518494e-03,4.583801608532667160e-03,3.433615900576114655e-03,2.477532019838690758e-03,1.785138039849698544e-03,1.318882801569998264e-03,1.012516324408352375e-03,8.100402192212641239e-04,6.732183974236249924e-04,5.780600477010011673e-04,5.097534158267080784e-04,4.592685436364263296e-04,4.207343154121190310e-04,3.905447083525359631e-04,3.663453389890491962e-04,3.463480679783970118e-04,3.297482617199420929e-04,3.153836005367338657e-04,3.028964856639504433e-04,2.918696845881640911e-04,2.819157380145043135e-04,2.728856925386935472e-04,2.645708736963570118e-04,2.567924966569989920e-04,2.493419451639056206e-04,2.423384285066276789e-04,2.357223420403897762e-04,2.291062555741518736e-04,2.228477969765663147e-04,2.165893383789807558e-04,2.105096937157213688e-04,2.044598513748496771e-04,1.984994160011410713e-04,1.925389806274324656e-04,1.866381498984992504e-04,1.809161185519769788e-04,1.751642994349822402e-04,1.697403058642521501e-04,1.643163122935220599e-04,1.592499320395290852e-04,1.543623802717775106e-04,1.498026394983753562e-04,1.454813318559899926e-04,1.414878352079540491e-04,1.377327571390196681e-04,1.343353069387376308e-04,1.311762753175571561e-04,1.281364529859274626e-04,1.251264329766854644e-04,1.223548315465450287e-04,1.195832228404469788e-04,1.167222144431434572e-04,1.137717990786768496e-04,1.107617790694348514e-04,1.075729451258666813e-04,1.043543088599108160e-04,1.009270563372410834e-04,9.752960613695904613e-05,9.395334927830845118e-05,9.049629443325102329e-05,8.686042565386742353e-05,8.337356848642230034e-05,8.006552525330334902e-05,7.672768697375431657e-05,7.362825272139161825e-05,7.067783735692501068e-05,6.793603824917227030e-05,6.528364610858261585e-05,6.298887456068769097e-05,6.084311826271004975e-05,5.884637357667088509e-05,5.708804383175447583e-05,5.544892337638884783e-05,5.392901221057400107e-05,5.264751598588190973e-05,5.142562804394401610e-05,5.032294575357809663e-05,4.942887971992604434e-05,4.850501500186510384e-05,4.781956158694811165e-05,4.710430948762223125e-05,4.641885971068404615e-05,4.591222386807203293e-05,4.531618105829693377e-05,4.486914622248150408e-05,4.442211502464488149e-05,4.409428947838023305e-05,4.382607221486978233e-05
1.759054884314537048e-02,3.516868054866790771e-01,9.539170265197753906e-01,4.648509025573730469e-01,5.813639238476753235e-02,1.953189261257648468e-02,1.204872131347656250e-01,3.015515021979808807e-02,1.582768931984901428e-02,9.970874525606632233e-03,7.163150701671838760e-03,5.585721228271722794e-03,4.213807638734579086e-03,3.010484622791409492e-03,2.102263038977980614e-03,1.492122886702418327e-03,1.103413058444857597e-03,8.569787023589015007e-04,6.975369760766625404e-04,5.908749881200492382e-04,5.169357755221426487e-04,4.638581012841314077e-04,4.244894080329686403e-04,3.945084172300994396e-04,3.708752628881484270e-04,3.518912708386778831e-04,3.363047435414046049e-04,3.231619775760918856e-04,3.119265602435916662e-04,3.022110322490334511e-04,2.935683878604322672e-04,2.859092492144554853e-04,2.789057325571775436e-04,2.724684600252658129e-04,2.664782223291695118e-04,2.610244264360517263e-04,2.557792176958173513e-04,2.508022589609026909e-04,2.459743118379265070e-04,2.413251495454460382e-04,2.367952256463468075e-04,2.324739034520462155e-04,2.280631888424977660e-04,2.237716689705848694e-04,2.195397537434473634e-04,2.152482484234496951e-04,2.109567285515367985e-04,2.066354063572362065e-04,2.022842963924631476e-04,1.978139625862240791e-04,1.933436287799850106e-04,1.887839025584980845e-04,1.841347548179328442e-04,1.795452262740582228e-04,1.748960785334929824e-04,1.703065499896183610e-04,1.657468092162162066e-04,1.613062922842800617e-04,1.569849700899794698e-04,1.527828571852296591e-04,1.488191774114966393e-04,1.450342970201745629e-04,1.414878352079540491e-04,1.381499896524474025e-04,1.349909580312669277e-04,1.319809380220249295e-04,1.290007203351706266e-04,1.261099096154794097e-04,1.232489012181758881e-04,1.203282809001393616e-04,1.173182608908973634e-04,1.141890315921045840e-04,1.109703953261487186e-04,1.076027474482543766e-04,1.040562856360338628e-04,1.004204241326078773e-04,9.666534606367349625e-05,9.291026799473911524e-05,8.912539487937465310e-05,8.540011913282796741e-05,8.182385499821975827e-05,7.833699783077463508e-05,7.502896187361329794e-05,7.181032560765743256e-05,6.894930993439629674e-05,6.623731314903125167e-05,6.379353726515546441e-05,6.149876571726053953e-05,5.938281174167059362e-05,5.753507502959109843e-05,5.583634992945007980e-05,5.425683411885984242e-05,5.288593456498347223e-05,5.157463965588249266e-05,5.047195736551657319e-05,4.945868204231373966e-05,4.853481732425279915e-05,4.773015825776383281e-05,4.701490252045914531e-05,4.644866203307174146e-05
